Candidate,Tweet,Year,Party
HillaryClinton,"""Donald Trump says stuff every day that used to be considered as disqualifying for being president."" —@POTUS https://t.co/1b8ZjmZuXr",2016,Democrat
HillaryClinton,"""America is not about ‘yes, he will.' It's about ‘yes, we can.'"" —@POTUS: https://t.co/tTgeqxNqYm",2016,Democrat
HillaryClinton,"""The bottom line is that we cannot afford suddenly to treat this like a reality show.” —@POTUS on the media’s coverage of Donald Trump",2016,Democrat
HillaryClinton,"""You don't grade the presidency on a curve. This is serious business.” —@POTUS",2016,Democrat
HillaryClinton,"""We cannot take this election for granted. We’ve got to fight for this thing.” —@POTUS: https://t.co/tTgeqxNqYm",2016,Democrat
HillaryClinton,“She knows that love trumps hate.” —@POTUS on Hillary,2016,Democrat
HillaryClinton,"""If you want higher wages, better benefits...then you should be voting for Hillary Clinton."" —@POTUS: https://t.co/fDBrzSsM1Y",2016,Democrat
HillaryClinton,"“Then there’s the other guy, Donald Trump. Don’t boo, vote!” —@POTUS: https://t.co/tTgeqxNqYm",2016,Democrat
HillaryClinton,"""I believe there has never been a man or woman more qualified than Hillary Clinton to serve as our president."" —@POTUS",2016,Democrat
HillaryClinton,"“A leader who's got real plans to break down barriers and blast through glass ceilings."" —@POTUS on Hillary: https://t.co/fNppatvJ41",2016,Democrat
HillaryClinton,"""Can I just say, I am really into electing Hillary Clinton. This is not me just going through the motions here.” —@POTUS",2016,Democrat
HillaryClinton,"""The choice that you make, that we make, just 8 weeks from today, will determine the direction of this country for a long time.” —@POTUS",2016,Democrat
HillaryClinton,"""We lifted 3.5 million people out of poverty. That's the largest one-year drop in poverty since 1968.” —@POTUS",2016,Democrat
HillaryClinton,"""Even though I have run my last campaign, I am going to work as hard as I can this fall to elect Hillary Clinton."" —@POTUS",2016,Democrat
HillaryClinton,"""I could not be prouder of the leader we have nominated to take my place.” —@POTUS on Hillary",2016,Democrat
HillaryClinton,"With just 56 days until Election Day, @POTUS is back out on the trail for Hillary in Philly. Watch live: https://t.co/TJr8lLVbDS",2016,Democrat
HillaryClinton,Every woman in this country deserves to be free from harm and from fear. Proud to celebrate 22 years of the Violence Against Women Act. -Joe,2016,Democrat
HillaryClinton,"As Muslims celebrate Eid al-Adha—a festival of sacrifice, charity, &amp; feeding the poor—let's reflect on those shared values. Eid Mubarak! -H",2016,Democrat
HillaryClinton,Pay-To-Play: The act of making a donation to a politician so they'll help you out. See: Donald Trump. https://t.co/BrEDwdZoPe,2016,Democrat
HillaryClinton,"""It just seems that the economy does better under the Democrats than the Republicans."" —Donald Trump, March 2004 https://t.co/rKW1wpaDNk",2016,Democrat
HillaryClinton,.@HillaryClinton's HBCU plan is really smart. Addresses so many critical issues around access &amp; debt. I'm impressed. https://t.co/KqmOIek5II,2016,Democrat
HillaryClinton,7 questions we have about the Trump Foundation (and how Donald used it to stop investigations into his fraud): https://t.co/3YdytDZDek,2016,Democrat
HillaryClinton,The @NCAA is right to pull tournament games from North Carolina because of the anti-LGBT HB2 law. Discrimination has no place in America. -H,2016,Democrat
HillaryClinton,"Trump says ""you can't lead this nation if you have such a low opinion for its citizens.""

What Trump's also said: https://t.co/uDUUgpSW8z",2016,Democrat
HillaryClinton,Only one candidate in this race has a plan to tackle these issues. See how her plan would help you: https://t.co/tdZGd8KJq3,2016,Democrat
HillaryClinton,A quick search of Trump’s website shows the top mentions of “student debt” and “college” are attacks—not solutions. https://t.co/6H70vXs9c1,2016,Democrat
HillaryClinton,"Student debt and the cost of college are incredibly important.

Why isn’t Donald Trump talking about these issues?",2016,Democrat
HillaryClinton,"Student debt is a major drag on our economy, and it's holding people back from moving forward with life. https://t.co/XdjEjJ2CaM",2016,Democrat
HillaryClinton,We also need to tackle the student debt crisis and help those like @jbrotherston who have already borrowed. https://t.co/JR48LtIno4,2016,Democrat
HillaryClinton,The cost of attending HBCUs should never prevent @_bxddxss—or anyone—from attending one: https://t.co/dexkwGKhXm https://t.co/XxxIA2hqit,2016,Democrat
HillaryClinton,"Paying for college doesn't end at tuition, so we need to help students pay for other costs like books and housing. https://t.co/6S4QDivoW1",2016,Democrat
HillaryClinton,.@sspiderboy's worries are all-too-common. We need to make attending a community college completely tuition free. https://t.co/fwZz7Yujml,2016,Democrat
HillaryClinton,"We’ll make in-state colleges and universities tuition-free for families making under $125,000/year.

That'll help more than 80% of families.",2016,Democrat
HillaryClinton,We need to make college debt-free. You shouldn't have to take out loans (or more drastic measures) to attend college https://t.co/Z1k6gqfg53,2016,Democrat
HillaryClinton,"Young people say two things:
✓ College is too expensive
✓ Student debt is crushing them

We’re going to help them: https://t.co/WFCeDBZNxS",2016,Democrat
HillaryClinton,Your student debt collector would really like you not to vote for Hillary. https://t.co/ihgnBFtCtA https://t.co/cEdleJFcE9,2016,Democrat
HillaryClinton,"The Trump Foundation: ""an arrangement worked out for maximum benefit at minimum sacrifice.” https://t.co/y0bY1efHwL",2016,Democrat
HillaryClinton,"If you won’t say the KKK is deplorable, you have no business running the country. https://t.co/mFut8Qrz9A",2016,Democrat
HillaryClinton,"""You can't lead this nation if you have such a low opinion for its citizens."" —Donald Trump

About that. https://t.co/pij0atGrgK",2016,Democrat
HillaryClinton,"Like anyone who’s ever been home sick from work, I’m just anxious to get back out there. See you on the trail soon. -H",2016,Democrat
HillaryClinton,Thanks to everyone who’s reached out with well wishes! I’m feeling fine and getting better. -H,2016,Democrat
HillaryClinton,"🎓 Tuition
📚 Books
🏡 Room and board
🍕 Food
College adds up. @HillaryClinton wants to help you save: https://t.co/uRn5JlFs8u",2016,Democrat
HillaryClinton,"Debt shouldn't hold people back from going to college.

Let's make sure it doesn’t. https://t.co/Y9Q5eveR2N https://t.co/xOQHVsVmj1",2016,Democrat
HillaryClinton,"Trump's calling for trillion dollar tax cuts for Wall Street.

It's time for them to pay their fair share. https://t.co/y8vyESIOES",2016,Democrat
HillaryClinton,Leading charity watchdogs agree: the work of the @ClintonFdn earns the highest marks across the board. https://t.co/wOqMvnnUNS,2016,Democrat
HillaryClinton,"Whether you have student debt or you're preparing for school, see how much our college plan could save you. https://t.co/gdzzORlqyW",2016,Democrat
HillaryClinton,"Senator Tim Kaine: ""Everyone deserves affordable higher education"" https://t.co/unC6d07poy",2016,Democrat
HillaryClinton,The reporting on Hillary's emails has left the basis of facts and veered into dangerous territory. https://t.co/ycp0KW7LZL,2016,Democrat
HillaryClinton,Introducing our college calculator: Find out how much Hillary's plan could save you or your family on student loans. https://t.co/nG8sti3EOV,2016,Democrat
HillaryClinton,Trump uses his foundation to pay for things with other people's money. https://t.co/y0bY1efHwL https://t.co/e9cwP7RPul,2016,Democrat
HillaryClinton,"We'll never forget the horror of September 11, 2001. Today, let's honor the lives and tremendous spirit of the victims and responders. -H",2016,Democrat
HillaryClinton,"""Trump spent $20,000 of money earmarked for charitable purposes to buy a six-foot-tall painting of himself.” https://t.co/y0bY1efHwL",2016,Democrat
HillaryClinton,reading https://t.co/CfsnQUUZ77 makes me excited to vote for @HillaryClinton with the next generation in mind 🐣 https://t.co/niKY8H1PIM,2016,Democrat
HillaryClinton,"""The story has vastly exceeded the boundaries of the facts."" —@WashingtonPost on the reporting on Hillary's emails https://t.co/ycp0KW7LZL",2016,Democrat
HillaryClinton,".@ClintonFdn: 4/4 stars from @CharityNav

Trump Fdn: Fined by the IRS for illegal political donation
https://t.co/sVWBWZbjjM",2016,Democrat
HillaryClinton,"Remember: If he becomes president, Donald Trump would have the U.S. economy in his hands. https://t.co/y0bY1efHwL https://t.co/l93i7QWXPo",2016,Democrat
HillaryClinton,".@realdonaldtrump once used $20,000 of his charity's money to buy a six-foot-tall painting of...himself. https://t.co/PyskO1LtLC",2016,Democrat
HillaryClinton,"If Donald Trump wins, kids lose. https://t.co/TvQS8jWqYy",2016,Democrat
HillaryClinton,"Except for African Americans, Muslims, Latinos, immigrants, women, veterans—and any so-called ""losers"" or ""dummies."" https://t.co/rbBg2rXZdm",2016,Democrat
HillaryClinton,"""I won't stop calling out bigotry and racist rhetoric in this campaign."" —Hillary https://t.co/C3Z7GybJ53",2016,Democrat
HillaryClinton,"Hillary on the faith that drives her: ""Do all the good you can for all the people you can in all the ways you can."" https://t.co/lJH7FVc1wa",2016,Democrat
HillaryClinton,Our next president needs to do everything possible to make life a little easier for working parents. https://t.co/uadk9gd9Xa,2016,Democrat
HillaryClinton,"""Women are seen through a different lens."" —Hillary to @HumansofNY https://t.co/M9k19V7gd9",2016,Democrat
HillaryClinton,"Thank you for being so brave, Astrid. I’m going to do everything I can to keep families like yours together. -H https://t.co/ZmFdi427vX",2016,Democrat
HillaryClinton,We can’t let Trump’s “manifest unfitness for office” become normal. We need to hold him accountable. https://t.co/ycp0KW7LZL,2016,Democrat
HillaryClinton,"When Hillary talks about needing more love and kindness in our lives, this is what she means. https://t.co/F9jMEDy00A",2016,Democrat
HillaryClinton,Join @SarahEMcBride and activists across the country in supporting LGBT rights this November: https://t.co/tTgeqxNqYm,2016,Democrat
HillaryClinton,"At the 2016 DNC, @HRC Press Secretary @SarahEMcBride became the first openly trans person to speak at a convention. https://t.co/pdYSvHDVfJ",2016,Democrat
HillaryClinton,Appalling behavior from Wells Fargo. This is exactly why we need a strong @CFPB—and can't let Trump dismantle it. https://t.co/tTA2jz7unf,2016,Democrat
HillaryClinton,"Let's send Donald Trump a powerful message on Election Day. 

https://t.co/tTgeqxNqYm #LoveTrumpsHate https://t.co/lVvhZhDdP9",2016,Democrat
HillaryClinton,Women like Elaine served our country and blazed a trail for others to follow. They've earned our highest honors. https://t.co/ysKrzLrdYc,2016,Democrat
HillaryClinton,North Korea’s decision to conduct another nuclear test is outrageous and unacceptable. https://t.co/i8h9j2oiIC,2016,Democrat
HillaryClinton,Watch live as @ElizabethForMA campaigns for Hillary in Philadelphia → https://t.co/n9m2rk9iCQ https://t.co/tTgeqxNqYm,2016,Democrat
HillaryClinton,"If you want to see what corruption actually looks like, this is it. https://t.co/tBfL0J82Tz https://t.co/Fc9U2cmlU8",2016,Democrat
HillaryClinton,"This is what a comprehensive (not ""secret"") counterterrorism plan looks like. https://t.co/QgVruA4rQA",2016,Democrat
HillaryClinton,We can only confront a challenge like Zika when we come together. It's time for Republicans to fund this fight: https://t.co/9jNGrpj5Nt -H,2016,Democrat
HillaryClinton,"If you've ever wondered what Hillary's like as a friend, you could ask Janelle. https://t.co/t6egqFasOK",2016,Democrat
HillaryClinton,Making the wrong choice on climate change would be a disaster for our kids and grandkids. https://t.co/dhc0OABqml,2016,Democrat
HillaryClinton,"The next time Trump throws a tantrum, picture him in the Situation Room making life-or-death decisions for us. https://t.co/YjyAe2IMzr",2016,Democrat
HillaryClinton,"The most important quality in a president and Commander-in-Chief is steadiness—an absolute, rock solid steadiness. https://t.co/QwQBzZc0xb",2016,Democrat
HillaryClinton,"Unlike Trump's, this plan to defeat ISIS isn’t a “secret.” https://t.co/vJq6LUMuPW",2016,Democrat
HillaryClinton,"We need a president who will do justice, love kindness, and walk humbly. https://t.co/m1814vekWO",2016,Democrat
HillaryClinton,We need a president who understands that none of us has all the answers and no one person can fix our problems alone.,2016,Democrat
HillaryClinton,"""Everyone here...has stumbled on their own stony roads. It’s grace that lifts us up, grace that leads us home.” —Hillary to the @nbcusa_inc",2016,Democrat
HillaryClinton,"""Humility is not something you hear much about in politics, is it? But we should. None of us is perfect."" —Hillary",2016,Democrat
HillaryClinton,"Do all the good you can,
for all the people you can,
in all the ways you can,
for as long as you can. https://t.co/d0KRFBYW98",2016,Democrat
HillaryClinton,"This election is too important for anyone to sit on the sidelines.

Make sure your friends are registered to vote. https://t.co/tTgeqy51PU",2016,Democrat
HillaryClinton,"Let's beat back the assault on voting rights—a blast from the Jim Crow past that must be stopped.

We should expand voting rights instead.",2016,Democrat
HillaryClinton,"Every child should be able to live up to their God-given potential, no matter where they come from, what they look like, or who they love.",2016,Democrat
HillaryClinton,"Together, we’ll face head-on the reality of systemic racism and work to reform our criminal justice system. https://t.co/ZdPJoscLBX",2016,Democrat
HillaryClinton,Rosa Parks opened up every seat on the bus—now it’s our job to create more good jobs so everyone can afford the fare.,2016,Democrat
HillaryClinton,None of us can sit back while the epidemic of gun violence ravages our country. https://t.co/PSLPh3Ihnt,2016,Democrat
HillaryClinton,"We have to work together to make sure every child has clean water to drink and air to breathe and good schools, no matter their zip code.",2016,Democrat
HillaryClinton,"""Thank you for loving all people, especially 'the least, the last, and the lost' among us."" —Hillary to the @nbcusa_inc",2016,Democrat
HillaryClinton,"Anyone who looks at the African American community and sees only poverty, crime, and despair is missing so much. https://t.co/qdx99XN9nG",2016,Democrat
HillaryClinton,Hillary’s talking to @nbcusa_inc about her faith live in Kansas City. Watch here: https://t.co/nhX3lDn3Eb,2016,Democrat
HillaryClinton,"When it comes to mental health, help should be focused on treatment, not judgment. https://t.co/IG5sP5qpbG",2016,Democrat
HillaryClinton,7 ways Donald Trump proved he’s not ready to be Commander-in-Chief (in less than 30 minutes): https://t.co/iwW6bqyxP5,2016,Democrat
HillaryClinton,"Hillary chats favorite books, handling criticism, and life on the trail in episode 3 of With Her. Listen here 🎧 : https://t.co/3t2bb1d1mT",2016,Democrat
HillaryClinton,Hillary cree que la verdadera fuerza se encuentra en lo que hacemos por los demás. Vea nuestro nuevo anuncio. https://t.co/nq5yLZIgUZ,2016,Democrat
HillaryClinton,"At last night's forum, Trump disrespected our generals, our country, and women in the military—but he praised Putin. https://t.co/I08j5ap1DX",2016,Democrat
HillaryClinton,We can build a future where we’re stronger together. That’s who we are as Americans. Text JOIN to 47246 to get involved.,2016,Democrat
HillaryClinton,"""As your Commander-in-Chief, I will not trash our country’s most cherished values. I will defend them.” —Hillary",2016,Democrat
HillaryClinton,We’re going to guarantee equal pay for women. It is long overdue. https://t.co/BXLf58T6nE,2016,Democrat
HillaryClinton,What’s the best way to stand up for voting rights? Get registered: https://t.co/tTgeqxNqYm,2016,Democrat
HillaryClinton,Hillary’s speaking in North Carolina on her vision to build an economy that works for everyone. Tune in: https://t.co/5VPr9qVgkv,2016,Democrat
HillaryClinton,Hillary Clinton is supporting a bill that would protect benefits for former coal miners https://t.co/4gLC6U1swR https://t.co/ZCahhAvT9Q,2016,Democrat
HillaryClinton,"Before Hillary, the last Democrat the @DallasNews endorsed was FDR: https://t.co/4Phexk1OOG",2016,Democrat
HillaryClinton,"The House should reject H.R. 5424, which rolls back important rules on Wall Street money managers and puts workers’ retirements at risk.",2016,Democrat
HillaryClinton,"Donald Trump ""absolutely"" stands behind his horrible 2013 tweet about sexual assault in the military https://t.co/c7mAsS1a06",2016,Democrat
HillaryClinton,"Last night, Trump chose to talk about his deep admiration and support for Putin.

Maybe he did it with a smile. https://t.co/IjcqT5Z4KZ",2016,Democrat
HillaryClinton,"The next time Donald Trump throws a temper tantrum, imagine if he had the nuclear codes. https://t.co/m11adVj9v8",2016,Democrat
HillaryClinton,"“I love this country. I will serve it with my entire heart, mind, and soul.” —Hillary on the tarmac to reporters",2016,Democrat
HillaryClinton,There's only one candidate in this election who's ready to be America's Commander-in-Chief. https://t.co/NarHADLKi2,2016,Democrat
HillaryClinton,Imagine this man in charge of our men and women in uniform. https://t.co/IyZ3kBGBzm,2016,Democrat
HillaryClinton,"Trump to Matt Lauer on Iraq: ""I was totally against the war."" Here's proof Trump is lying: https://t.co/6ZhgJMUhs3 https://t.co/PJXG20q9LJ",2016,Democrat
HillaryClinton,"Actually, that’s just what taking the office of President seriously looks like. https://t.co/Pyn92mesom",2016,Democrat
HillaryClinton,"Trump's unpresidential trifecta tonight:
1. Attack our generals
2. Praise Putin
3. Blame women in combat for sexual assault
#NBCNewsForum",2016,Democrat
HillaryClinton,Trump tried to prove he'd be fit to serve as president...by comparing @POTUS unfavorably to Putin. #NBCNewsForum https://t.co/zCZ0NfYcTT,2016,Democrat
HillaryClinton,I really can't believe I just saw a Republican nominee for president heap praise on a thuggish Russian leader while denigrating our military,2016,Democrat
HillaryClinton,"Donald Trump is unqualified and totally unfit to be Commander-in-Chief.

You can stop him. Register to vote today: https://t.co/tTgeqxNqYm",2016,Democrat
HillaryClinton,Text QUALIFIED to 47246 if you agree there was only one candidate tonight who showed she's ready to be the next president.,2016,Democrat
HillaryClinton,"Donald Trump could be our next Commander-in-Chief.

Chip in to make sure it never happens: https://t.co/GbWxtTLvDe #NBCNewsForum",2016,Democrat
HillaryClinton,"""It is a correct tweet."" —Donald Trump, just now #NBCNewsForum  https://t.co/EyNuOmY8oF",2016,Democrat
HillaryClinton,"Donald Trump's super secret plan to fight ISIS is still a super secret. #NBCNewsForum 
https://t.co/SBbCVgeaQD",2016,Democrat
HillaryClinton,A man who talks about our veterans and military families like this doesn't deserve to be Commander-in-Chief. https://t.co/4s6SvAAyNA,2016,Democrat
HillaryClinton,"The worst part is, this isn’t the first time Donald Trump has praised Russia and Putin. #NBCNewsForum https://t.co/N6ySNILYMx",2016,Democrat
HillaryClinton,No todas las heridas son visibles. Los veteranos merecen el mejor cuidado de salud mental disponible. #NBCNewsForum https://t.co/fMb7IHyFiC,2016,Democrat
HillaryClinton,"“I have a very good brain.” —Donald Trump on his foreign policy advisors

(Himself.) https://t.co/48MePwjHh9",2016,Democrat
HillaryClinton,"In 2002, Donald Trump said he supported invading Iraq https://t.co/B3071OFSQy https://t.co/On1ZfL88eC",2016,Democrat
HillaryClinton,"Tonight, Trump is going to try and claim he's ready to be Commander-in-Chief. The facts say otherwise. 

Follow @TheBriefing2016 to see why.",2016,Democrat
HillaryClinton,Not every wound can be seen. Our veterans deserve the best mental health services we can give. #NBCNewsForum https://t.co/vHoPy09BvC,2016,Democrat
HillaryClinton,"Unlike her opponent, Hillary's plan to defeat ISIS is not a secret. #NBCNewsForum https://t.co/oD3OtTss9z",2016,Democrat
HillaryClinton,We need to do everything we can to remove barriers to the health care our veterans need—whether physical or mental. #NBCNewsForum,2016,Democrat
HillaryClinton,"""I will not let the VA be privatized."" —Hillary https://t.co/FRkf6AnS2f #NBCNewsForum",2016,Democrat
HillaryClinton,"Hillary has spent decades fighting for veterans, members of the military, and their families. https://t.co/GJ0NmH6hYn #NBCNewsForum",2016,Democrat
HillaryClinton,"Our next Commander-in-Chief needs to have the steadiness, strength, and judgment to make life and death decisions. https://t.co/UV6XBW7GCM",2016,Democrat
HillaryClinton,"It takes experience, toughness, and a steady temperament to be our Commander-in-Chief. #NBCNewsForum https://t.co/d5m0pXRMQG",2016,Democrat
HillaryClinton,Donald Trump has proven over and over again that he's unfit to be our Commander-in-Chief. https://t.co/uLoHJdzXte,2016,Democrat
HillaryClinton,A person who trash talks our own military should never set foot in the Oval Office. https://t.co/h04p4QF1xz,2016,Democrat
HillaryClinton,"""We must be a force for unity in America, for a vision that includes all of us."" —Gen. John Allen at the DNC https://t.co/AyI3H0mrdd",2016,Democrat
HillaryClinton,Trump's pay-to-play scandal revolves around the Trump U scam which preyed on people like this military family. https://t.co/LvUwpPsDOr,2016,Democrat
HillaryClinton,"Tonight, Americans will hear what Trump would do as Commander-in-Chief.

Here are 5 reasons he's unfit for the job: https://t.co/1SfNIW8Y3Q",2016,Democrat
HillaryClinton,A man you can bait with a tweet is not a man we can trust with nuclear weapons. https://t.co/qZ3Z10cqKN,2016,Democrat
HillaryClinton,RT if you believe Donald Trump's actions speak louder than his empty words. https://t.co/VcLIIDNQdJ,2016,Democrat
HillaryClinton,A man who talks about our veterans and military families like this doesn't deserve to be Commander-in-Chief. https://t.co/4s6SvAAyNA,2016,Democrat
HillaryClinton,"The U.S. presidency isn't an entry-level job.

How Hillary's time as our secretary of state shows she's ready: https://t.co/6akMEX6pRs",2016,Democrat
HillaryClinton,Did Trump use his charitable foundation to prevent a state attorney general from investigating his fraud? https://t.co/MZdZDzimY4,2016,Democrat
HillaryClinton,".@POTUS, @madeleine, and Leon Panetta agree: Hillary's one of the best secretaries of state we've had. https://t.co/UV6XBW7GCM",2016,Democrat
HillaryClinton,"1. Download our app
2. Complete daily challenges
3. Elect the next president

https://t.co/neivbRsKF8",2016,Democrat
HillaryClinton,We can't afford a president who would sabotage our efforts to fight climate change. https://t.co/bvya51W44z,2016,Democrat
HillaryClinton,"""Hillary tiene la experiencia y confío en ella...Para mí, primero país""— exsecretario republicano de Comercio. https://t.co/9m1Qr1Lxd1",2016,Democrat
HillaryClinton,"Donald Trump doesn't ""know why"" African Americans would be offended that he pushed the ""birther"" conspiracy: https://t.co/IY4xocgveh",2016,Democrat
HillaryClinton,"When our SEALs took out bin Laden, they brought the terrorists' families to safety first. That's American honor. https://t.co/QV5zDf2iAg",2016,Democrat
HillaryClinton,The @DallasNews hasn't endorsed a Democrat for president since before WWII. Here's why it's endorsing Hillary: https://t.co/lMhufMDjFk,2016,Democrat
HillaryClinton,World leaders on why Hillary's tenure as secretary of state prepared her to be president: https://t.co/ROD8Jh50aV,2016,Democrat
HillaryClinton,We recommend @HillaryClinton for U.S. president https://t.co/eWtGJexQqz https://t.co/CazHEkM2pX,2016,Democrat
HillaryClinton,"""I know more about ISIS than the generals do."" —Donald Trump

No, you don't. https://t.co/6tFKlsqyyk",2016,Democrat
HillaryClinton,"If Donald Trump doesn't show all Americans the respect they deserve, he doesn't deserve to be their president. https://t.co/mDBewdAYLU",2016,Democrat
HillaryClinton,Enter to win a signed copy of Hillary and Tim's new book! https://t.co/j5hq0SqGlG,2016,Democrat
HillaryClinton,"""I think I've made a lot of sacrifices."" —Trump's response to the parents of Humayun Khan, who died serving in Iraq https://t.co/B3Av1YtocK",2016,Democrat
HillaryClinton,"We should be helping more immigrant families stay together, not tearing them apart. https://t.co/BGU5uxx06g",2016,Democrat
HillaryClinton,GOP cares more about defunding @PPFA and protecting the Confederate flag than protecting millions from Zika: https://t.co/89NlkqAERw,2016,Democrat
HillaryClinton,"""Clinton’s proposals would revolutionize how we treat young children in America.” https://t.co/vdJ9DuNINc",2016,Democrat
HillaryClinton,Donald Trump has a problem looking at someone different from himself and actually seeing them. https://t.co/LddoXYkBsf,2016,Democrat
HillaryClinton,"We can take on the threat of climate change and make America a clean energy superpower.

Or, we can do nothing. https://t.co/JlYmN61epB",2016,Democrat
HillaryClinton,Vote this year like your future depends on it—because it does: https://t.co/tTgeqxNqYm,2016,Democrat
HillaryClinton,"""I call on all Republicans to put people before politics and finally vote on a clean funding bill to fight Zika right here in Florida.""",2016,Democrat
HillaryClinton,Donald Trump is totally unfit and unqualified to be president of the United States: https://t.co/Ozc1g9BJO0,2016,Democrat
HillaryClinton,"Trump says he “knows more about ISIS than the generals do.”

Not only is that wrong, it's disrespectful to our men and women in uniform.",2016,Democrat
HillaryClinton,"Right now, too many Americans are being held back by student debt.

We’ve got to fix that: https://t.co/ds1LK4CPxh",2016,Democrat
HillaryClinton,Anybody working full-time should not be living in poverty. It’s time to raise the minimum wage. https://t.co/o3fMNv77ai,2016,Democrat
HillaryClinton,"In America, we don't say, “I alone can fix it.”

We say, ""We'll fix it together.” https://t.co/rKkXeL6c5X",2016,Democrat
HillaryClinton,"We’re going to make our economy grow, but we’re also going to make it fair. Here’s how: https://t.co/xIbkccCzWi",2016,Democrat
HillaryClinton,"""I want to be a president for all Americans, not just for some Americans; Democrats, Republicans, Independents."" —Hillary",2016,Democrat
HillaryClinton,The stakes in this campaign couldn’t be higher. Make sure you’re registered to vote: https://t.co/tTgeqxNqYm,2016,Democrat
HillaryClinton,"63 days left.

Watch live as Hillary hits the trail in Tampa → https://t.co/LZD1Asr7TS",2016,Democrat
HillaryClinton,Only one candidate in this race is standing up for working families. Take a look: https://t.co/24KUrmW0zH,2016,Democrat
HillaryClinton,Our veterans and military families deserve better. https://t.co/zhM6TSiSzc,2016,Democrat
HillaryClinton,"Today, we'll hear Trump talk about our veterans.

Our new ad on what they've been hearing from Trump for months: https://t.co/nG2oTwOclR",2016,Democrat
HillaryClinton,Stronger together. https://t.co/6qmOJ39K56,2016,Democrat
HillaryClinton,"""The essence of his campaign is bigotry."" —@BernieSanders on Donald Trump in New Hampshire https://t.co/2eqNAvMvmv",2016,Democrat
HillaryClinton,Unions have had the backs of working families for decades. Now they need to know we have theirs. https://t.co/lqxCtdZuLM,2016,Democrat
HillaryClinton,"While the Clinton Foundation receives high marks, Trump's is fined for a pay-to-play scheme https://t.co/RBfz9qQ1Vp https://t.co/XTc1QqhSjZ",2016,Democrat
HillaryClinton,21 years ago @HillaryClinton's speech pushed the political discourse and forced a global dialogue on gender equality https://t.co/ie6q5yfytF,2016,Democrat
HillaryClinton,"""Human rights are women's rights, and women's rights are human rights."" —Hillary in Beijing, 21 years ago today https://t.co/T46TNfDikW",2016,Democrat
HillaryClinton,Sec. of Labor Frances Perkins was our first woman cabinet member and an architect of the Fair Labor Standards Act. https://t.co/T6SXpU9oOm,2016,Democrat
HillaryClinton,One candidate would stand up for workers and their families. The other? Not so much. https://t.co/EtDBJgyNX7,2016,Democrat
HillaryClinton,"Unions gave us higher wages, weekends, and the largest middle class in the world. That's worth celebrating &amp; protecting. Happy #LaborDay! -H",2016,Democrat
HillaryClinton,.@iamwill Yes. https://t.co/8tfBTtpZFN,2016,Democrat
HillaryClinton,Unions stand up for workers who need someone to have their backs. We need a president who will do the same. https://t.co/0OpO5kCyyg,2016,Democrat
HillaryClinton,"If you're a fan of weekends, thank a union member. https://t.co/RUF2UtG2sM",2016,Democrat
HillaryClinton,We need better community resources for the 1 in 4 college-aged students facing mental health challenges. https://t.co/6HgJLtHeM2,2016,Democrat
HillaryClinton,There's going to be no one left in Washington for Trump to work with who he hasn’t insulted. https://t.co/rW6ZWJTNoR,2016,Democrat
HillaryClinton,Hillary Clinton has a quietly bold idea to stop drug price spikes: https://t.co/CWTgFWhnuS https://t.co/q06VjyIRUL,2016,Democrat
HillaryClinton,Astonishing that the Republican nominee still refuses to acknowledge that @POTUS was born in the United States. https://t.co/i4GPAi0klY,2016,Democrat
HillaryClinton,We have a new @Tumblr! Check out letters to Hillary from Americans around the country at https://t.co/gmfVm5q0si https://t.co/0LOja02ENX,2016,Democrat
HillaryClinton,"""That’s a special thing about Hillary—when there’s a job worth doing, she doesn’t abandon it."" —President Carter https://t.co/6JYbmzWeGy",2016,Democrat
HillaryClinton,"Thanks, @POTUS, for reaffirming the law to protect women's health—whichever provider you choose. https://t.co/e4o34UDvJc",2016,Democrat
HillaryClinton,"Even before his hateful speech this week, Trump has never been vague about his feelings toward immigrants. https://t.co/5VqZYpmmy3",2016,Democrat
HillaryClinton,"A reminder as America officially joins the Paris climate agreement.

We can’t stop there: https://t.co/RRy44trUGH https://t.co/mrL3oo1Fg6",2016,Democrat
HillaryClinton,"Hillary will deliver on Paris &amp; go further to cut emissions, build renewable energy to power every home in America. https://t.co/pbSfCG6md3",2016,Democrat
HillaryClinton,"Our planet's future depends on the decisions we make now.

RT if you agree it's time to combat climate change. https://t.co/cSUPgkMIqj",2016,Democrat
HillaryClinton,There's no higher calling than service to others. https://t.co/ldZqTt3tqU,2016,Democrat
HillaryClinton,Donald Trump's pattern of prejudice and discrimination started long before he was a presidential candidate. https://t.co/fTUwCuRkVv,2016,Democrat
HillaryClinton,"Donald Trump's plan on immigration has been clear all along: demonize immigrants, ""build a wall,"" deport millions. https://t.co/uSSd7XigYp",2016,Democrat
HillaryClinton,"America needs leadership in the White House, not a liability. https://t.co/dnhGjfKMRx https://t.co/JnwS6k6SSC",2016,Democrat
HillaryClinton,"When Ruline was born in 1913, women couldn't vote.

In 2016, she'll cast her vote to elect the 1st woman president. https://t.co/QSCZI7JbrV",2016,Democrat
HillaryClinton,Drug companies should never put profits before patients. Our plan to stop excessive prescription drug price hikes: https://t.co/2MdTyJ3Xti,2016,Democrat
HillaryClinton,Trump and his hateful language are affecting our kids. These are some of the heartbreaking things they're saying: https://t.co/DWCluAKJUd,2016,Democrat
